ovoko_model_id,manufacturer,model,year_start,year_end
2806,Rover,200 XV,1989,2000
2807,Audi,RS6 C5,2002,2006
2808,Audi,RS6 C6,2008,2010
2809,Audi,RS6 C7,2013,2018
2810,Audi,RS6 C8,2019,
2811,Mercedes-Benz,SLS AMG,2010,2014
2812,Lexus,RC,2014,
2813,BMW,2 F44,2019,2024
2814,Renault,21,1986,1995
2815,Mazda,3 III,2014,2018
2816,Volkswagen,e-Up,2016,
2817,BMW,X4M F98,2019,
2818,Scion,tC AT20,2011,2016
2819,Volkswagen,Cross Touran I,2006,2016
2820,Buick,Encore GX I,2019,
2821,Peugeot,5008 II,2016,
2822,Excalibur,Excalibur,1960,1990
2823,Opel,Corsa F,2019,
2824,Porsche,Carrera GT,2003,2007
2825,BMW,M2 F87,2015,2021
2826,Fiat,Talento,2016,
2827,Jaguar,XF X250,2007,2015
2828,Jaguar,XF X260,2015,
2829,Toyota,Yaris XP210,2020,
2830,BMW,2 F22 F23,2017,
2831,BMW,4 F36 Gran coupe,2017,
2832,Chrysler,Town & Country V,2011,2016
2833,Opel,Astra L,2021,
2834,Opel,Mokka B,2020,
2835,Mercedes-Benz,S W223,2020,
2836,Mercedes-Benz,C W206,2021,
2837,Hymer,B678,2016,
2838,BMW,Z4 g29,2018,
2839,Smart,ForTwo III C453,2014,
2840,Skoda,Enyaq iV,2020,
2841,Suzuki,Baleno IV,2015,
2842,Great Wall,Hover H6,2011,2017
2843,Mercedes-Benz,X-class W470,2017,2020
2845,Opel,Zafira Life,2019,
2846,Lexus,IS IV XE40,2020,
2847,Audi,A4 S4 B9 8W,2019,
2848,KTM,EXC-f,2009,2013
2849,Honda,E,2019,
2850,Suzuki,Escudo I,1988,1998
2851,Suzuki,Escudo II,1998,2005
2852,Lexus,LX III URJ200,2007,2021
2853,Ford,Transit Courier,2014,2023
2854,KIA,Telluride,2020,
2855,Infiniti,QX80,2014,
2856,Ford,Focus C-MAX,2010,
2857,Mercedes-Benz,E AMG W213,2016,
2858,BMW,X5M G05 F95,2019,
2859,BMW,X6M G06 F96,2019,
2860,BMW,M8 F91 F92 G14 G15,2019,
2861,Rover,Rover,1990,1995
2862,Rover,Rover,1995,2000
2863,Iveco,Daily 4th gen,2006,2011
2864,Iveco,Daily 3rd gen,2000,2006
2865,Renault,Captur II,2020,
2866,Fiat,Siena,1996,2002
2867,Audi,A5 Sportback 8TA,2009,2016
2868,Mercedes-Benz,CLS C257,2018,
2869,BMW,8 G16,2019,
2870,Audi,SQ7,2016,
2871,Audi,RS7 C8,2019,
2872,BMW,2 G42,2021,
2873,Ford,Endeavour I,2003,2016
2874,Ford,Endeavour II,2016,
2875,Mercedes-Benz,S X222 Maybach,2014,2020
2876,Toyota,Harrier I XU10,1997,2003
2877,Audi,A3 8Y,2020,
2878,Mitsubishi,Mirage V CJO,1995,2002
2879,Mitsubishi,Mirage VI G4 Attrage,2012,
2880,Toyota,Camry VIII XV70 ,2017,2024
2881,Infiniti,Q30,2015,2018
2882,Cupra,Formentor,2020,
2883,Ferrari,458,2009,2016
2884,Nissan,NV300,2016,
2885,Mercedes-Benz,SLC R172,2016,
2886,DS Automobiles,3 Crossback,2018,
2887,Lamborghini,LP 610-4,2014,2019
2888,Lamborghini,LP 580-2,2014,2019
2889,Aixam,City I,2005,2010
2890,Aixam,City II,2010,2013
2891,Aixam,City III,2013,
2892,MG,ZS,2017,
2893,Microcar,M.GO,2008,2014
2894,Alfa Romeo,4C,2013,2019
2895,Rover,MG6,2011,2017
2896,Volkswagen,Atlas,2017,
2897,Toyota,Highlander XU70,2019,
2898,Lamborghini,Urus,2017,
2899,Brilliance,BS6,2004,2010
2901,Aston Martin,DB11,2016,
2902,Eagle,Talon,1992,1998
2903,ZAZ,965,1960,1969
2904,ZAZ,1102,1987,2007
2905,Rolls-Royce,Cullinan,2018,
2906,Chrysler,Grand Voyager II,1990,1995
2907,Chrysler,Grand Voyager III,1995,2000
2908,Chrysler,Grand Voyager IV,2001,2007
2909,Chrysler,Grand Voyager V,2007,2015
2910,Hyundai,Nexo,2018,
2911,Citroen,C4 SpaceTourer,2018,2022
2912,Lincoln,MKX I,2006,2015
2913,Lincoln,MKX II,2015,2018
2914,Chevrolet,Cruze II,2016,
2915,DFSK,Fengon 500/Glory E3,2020,
2916,Rolls-Royce,Wraith,2013,
2917,Mazda,MX-30,2020,
2918,Toyota,Supra A90,2019,
2919,Mercedes-Benz,GLC AMG,2019,
2920,Volvo,V90 Cross Country,2016,
2921,Nissan,e-NV200,2013,
2922,Infiniti,QX60 L50,2013,2021
2923,Infiniti,QX60 L51,2021,
2924,Hyundai,Elantra VI,2016,2020
2925,Hyundai,Elantra VII,2020,
2926,Fiat,Panda III,2011,
2927,Audi,RS3 8Y,2021,
2929,Skoda,Fabia Mk4 (6VA),2021,
2930,Subaru,XV I,2011,2018
2931,Subaru,XV II,2018,
2932,KIA,Pro Cee'd II,2013,2018
2933,Ford,Aerostar,1986,1997
2934,Mercedes-Benz,EQA,2021,
2935,Dacia,Duster II,2017,2024
2936,Man,TGE 1gen,2016,
2937,Mercedes-Benz,EQC,2019,
2938,McLaren,650S,2014,
2939,BMW,X5M F85,2014,2018
2940,Audi,E-tron GT,2021,
2941,Volkswagen,ID.4,2020,
2942,Skoda,Octavia 985,1959,1971
2943,Lincoln,LS,1998,2006
2944,Lexus,RX 450H,2016,
2945,Alpine,A110,2017,
2946,Infiniti,QX4,1996,2002
2947,Audi,A6 Allroad C8,2019,
2948,Mercedes-Benz,CLS C218 AMG,2011,2015
2949,Mercedes-Benz,A W177 AMG,2018,
2950,Renault,Twizy,2012,
2951,Mazda,2,2019,2022
2952,Volkswagen,PASSAT B8 USA,2016,2023
2953,Mercedes-Benz,GLB X247,2019,2025
2954,Suzuki,Swace,2020,
2955,Infiniti,Q45 III,2001,2006
2956,BMW,2 Active Tourer U06,2021,
2957,Ford,Ka,2017,
2958,Maserati,GranSport,2004,2007
2959,Lada,Kalina I,2004,2013
2960,Jeep,Gladiator,2019,
2961,Audi,RS4 B7,2005,2015
2962,Audi,RS4 B9,2017,
2963,Audi,RS4 B8,2012,2015
2964,Renault,Arkana,2019,
2965,Volkswagen,Transporter - Caravelle T7,2022,
2966,Nissan,Murano Z52,2016,
2967,DS Automobiles,7 Crossback,2017,
2968,Lincoln,Aviator II,2020,
2969,Lincoln,Aviator I,2003,2005
2970,VAZ,2102,1971,1986
2971,GMC,Acadia I,2007,2016
2972,GMC,Acadia II,2016,
2973,Maxus,EV30,2018,
2974,Iveco,Daily 5th gen,2011,2014
2975,Vauxhall,Astra K,2015,2021
2976,Vauxhall,Meriva B,2010,2017
2977,Vauxhall,Corsa D,2006,2014
2978,Vauxhall,Zafira C,2011,2019
2979,Vauxhall,Corsa E,2014,2019
2980,Vauxhall,Vivaro A,2001,2014
2981,Vauxhall,Viva,2015,2019
2982,Vauxhall,Astra H,2004,2011
2983,Vauxhall,Insignia A,2008,2017
2984,Vauxhall,Mokka,2012,2016
2985,Vauxhall,Mokka X,2016,2019
2986,Vauxhall,Astra J,2009,2018
2987,Vauxhall,Agila B,2007,2015
2988,Vauxhall,Vectra C,2002,2008
2989,Vauxhall,Antara,2006,2015
2990,Vauxhall,Zafira B,2005,2014
2991,Vauxhall,Adam,2012,2019
2992,Vauxhall,Grandland X,2017,
2993,Vauxhall,Monterey,1992,1999
2994,Vauxhall,Corsa C,2000,2008
2995,Rolls-Royce,Ghost I,2008,2020
2996,Rolls-Royce,Ghost II,2020,
2997,Citroen,C4 III e-C4,2020,
2998,Peugeot,308,2021,
2999,ZAZ,966 968,1967,1994
3000,Toyota,ProAce City,2019,
3001,KIA,Pro Cee'd I,2008,2013
3002,Subaru,Ascent,2018,
3003,Buick,"Super, Super Eight",1942,1956
3004,Ferrari,F12 Berlinetta,2012,2017
3005,Honda,Accord X,2017,
3006,BMW,X3M F97,2019,
3007,Lincoln,MKZ I,2006,2012
3008,Lincoln,MKZ II,2012,2020
3009,Peugeot,508 RXH,2011,2018
3010,Peugeot,Partner III,2018,
3011,Plymouth,Breeze,1995,2000
3012,BMW,X6M F86,2015,2018
3013,BMW,iX3 G08,2020,
3014,Hyundai,Excel I,1985,1989
3015,Trabant,601,1964,1990
3016,Renault,Kangoo III,2021,
3017,Aixam,MultiTruck,2002,2015
3018,Mazda,CX-5 II,2017,
3019,Ferrari,California 149M,2014,
3020,Subaru,Impreza V,2016,2023
3021,JAC,iEV7S,2015,
3022,Maxus,V80 I,2011,2021
3023,Lotus,Evora,2010,
3024,Mercedes-Benz,EQS V297,2021,
3025,Suzuki,XL7 I,1998,2006
3026,Suzuki,XL7 II,2006,2009
3027,Suzuki,XL7 III,2020,
3028,BMW,iX,2021,
3029,Cupra,Born,2021,
3030,Lincoln,MKC,2014,
3031,Hyundai,Accent V,2017,
3032,KIA,Pro Cee'd III,2018,
3033,KIA,EV6,2021,
3034,Audi,RS Q8,2019,
3035,Infiniti,JX35 L50,2013,2013
3036,Volvo,C40,2021,
3037,Polestar,2,2020,
3038,Mercedes-Benz,SL AMG R232,2021,
3039,Mercedes-Benz,SL R232,2021,
3040,Fiat,Toro,2016,
3041,Honda,Civic XI,2021,
3042,Tesla,Model Y,2020,
3043,BMW,M3 G80,2020,
3044,BMW,M4 G82 G83,2020,
3045,Fiat,500E,2019,
3046,KIA,Sportage,2021,
3047,Fiat,125p,1967,1982
3048,Audi,Q4 Sportback e-tron,2021,
3049,Jeep,Cherokee III KJ,2001,2008
3050,McLaren,720S,2017,
3051,Volkswagen,Taigo,2021,
3052,Nissan,Qashqai J12,2021,
3053,KIA,Sorento IV,2020,
3054,Honda,Jazz IV GR,2020,
3055,Alfa Romeo,Spider 916,1995,2004
3056,Subaru,WRX VB II,2021,
3057,Fiat,Viaggio ,2012,2017
3058,Lada,Vesta,2015,
3059,Nissan,Figaro,1991,1991
3060,Fisker,Karma,2011,2013
3061,BMW,X5M E70,2010,2013
3062,SsangYong,Chairman W,2008,
3063,Toyota,Yaris Cross,2020,
3064,Nissan,Leaf II (ZE1),2017,
3065,Mercedes-Benz,Citan II W420,2021,
3066,Mazda,929 V gen HD,1991,1995
3067,Opel,Movano C,2022,
3068,GAZ,24-10,1985,1992
3069,Peugeot,208 II,2019,
3070,Maserati,MC20,2021,
3071,Hyundai,Ioniq 5,2021,
3072,Ferrari,488 Pista,2016,
3073,Toyota,Sienna XL40 IV,2021,
3074,Honda,Jazz IV GR Crosstar,2020,
3075,Lexus,GX J120,2002,2009
3076,Nissan,Tiida C12,2011,
3077,Ferrari,Portofino,2018,
3078,BMW,M3 F80,2014,2020
3079,Peugeot,508 II,2018,
3080,Mahindra,KUV100,2016,
3081,Toyota,Mirai,2015,2020
3082,Toyota,Mirai II,2020,
3083,Dacia,Spring,2021,
3084,Rolls-Royce,Silver Spur,1980,1998
3085,Hyundai,Sonata DN8,2020,
3086,Hyundai,Sonata LF,2015,2020
3087,Nissan,X-Trail T33,2021,
3088,Renault,Sandero II,2013,
3089,Renault,Sandero I,2008,2013
3090,Hyundai,Bayon,2021,
3091,Ford,Puma,2019,
3092,Honda,HR-V,2021,
3093,Ligier,Ambra,1997,2011
3094,TVR,Tuscan 1gen,1967,1971
3095,TVR,Tuscan 2gen,1989,1989
3096,TVR,Tuscan 3gen,1999,2006
3097,Renault,Koleos II,2016,
3098,Volkswagen,ID.5,2022,
3099,Hyundai,Centennial,1999,2009
3100,Dacia,Jogger,2021,
3101,Ford,Falcon,1998,2002
3102,Ligier,JS 60,2020,
3103,Volkswagen,K70,1970,1975
3104,Lexus,LS 500,,
3105,Lexus,LS V,2018,
3106,Suzuki,Aerio,2001,2007
3107,Scion,FR-S,2013,2016
3108,Ford,Mach-E I,2021,
3109,Toyota,Hilux VIII,2020,2025
3110,Casalini,M10,2009,2012
3111,Ferrari,FF,2011,2016
3112,Porsche,918,2013,2015
3113,Citroen,C5,2017,2021
3114,Lincoln,Mark LT,2004,2008
3115,Lincoln,Blackwood,2002,2003
3116,Ferrari,812 Superfast,2017,
3117,Tesla,Roadster (1st Gen),2008,2012
3118,Tesla,Roadster (2nd Gen),2022,
3119,Lamborghini,Aventador,2011,
3120,McLaren,570S,2015,
3121,Ferrari,Roma,2020,
3122,Ferrari,GTC4 Lusso,2017,
3123,Maserati,Grecale,2022,
3124,Volkswagen,Jetta VII,2021,
3125,KTM,X-Bow GT,2013,2017
3126,Ford,Econoline,1992,2003
3127,Microcar,MC,2003,2010
3128,Mercedes-Benz,300 SL-24,1989,1993
3129,BMW,7 G70,2022,
3130,Aiways,U5,2019,
3131,Daihatsu,L250,2002,2006
3132,FSO,Polonez,1978,1997
3133,Mahindra,Goa,2008,2013
3134,Borgward,BX5,2017,
3135,Mercedes-Benz,EQE v295,2022,
3136,Toyota,Fortuner an160,2015,
3137,Ford,Mustang Mach-E,2020,
3138,BMW,i4,2021,
3139,Audi,RS3 8PA,2011,2012
3140,Audi,RS Q3,2013,2018
3141,Audi,RS Q3,2019,
3142,Renault,Fuego,1980,1985
3143,Ferrari,612 Scaglietti,2004,2010
3144,Ferrari,250 GTO,1962,1964
3145,Rolls-Royce,Dawn,2015,2022
3146,Chevrolet,Corvette C5,1997,2004
3147,Jeep,Grand Cherokee WL,2021,
3148,Moskvich,407,1958,1963
3149,Chrysler,Ypsilon,2011,2015
3150,XPeng,G3,2018,
3151,Rolls-Royce,Phantom 7th Gen Series 1,2003,2012
3152,Rolls-Royce,Phantom 7th Gen Series 2,2012,2017
3153,Ferrari,Enzo F140,2002,2004
3154,Toyota,Land Cruiser J300,2021,
3155,Peugeot,308 SW ,2008,2013
3156,Ferrari,SF90 Stradale,2020,
3157,Ferrari,F8 Tributo,2019,
3158,Borgward,BX7,2016,
3159,Cadillac,XT4,2018,
3160,Toyota,Aygo X,2021,
3161,Lotus,Evija,2021,
3162,Ferrari,Mondial,1980,1993
3163,Ford,Excursion,2000,2006
3164,Dodge,Grand Caravan,1996,2000
3165,BMW,X1 U11,2022,
3166,Genesis,G70,2017,
3167,Genesis,G80,2016,2020
3168,Genesis,G80,2020,
3169,Genesis,G90,2016,2021
3170,Genesis,G90,2021,
3171,Genesis,GV60,2021,
3172,Genesis,GV70,2020,
3173,Genesis,GV80,2020,
3174,Alpina,B3 E46,1999,2006
3175,DS Automobiles,4,2015,2018
3176,DS Automobiles,4 II,2021,
3177,Jeep,Avenger,2022,
3178,Suzuki,Across,2020,
3179,Vauxhall,Meriva A,2003,2010
3180,Aixam,Coupe,2012,
3181,Aixam,Crossover,2012,
3182,Aixam,GTO,2012,
3183,Aixam,City,2012,2016
3184,Aixam,300,2000,2004
3185,Aixam,Roadline,2009,2014
3186,Aixam,D-TRUCK,,
3187,Chatenet,Stella,1998,2001
3188,Chatenet,Media,2000,2004
3189,Chatenet,Barooder,2003,2009
3190,Chatenet,CH26 CH28 CH30,2009,2018
3191,Chatenet,CH32,2009,2018
3192,Chatenet,Sportevo,2009,2018
3193,Chatenet,CH40,2017,
3194,Chatenet,CH46,2017,
3195,Ligier,162,1997,1999
3196,Ligier,OptiMax,2007,2011
3197,Microcar,Lyra,1996,1999
3198,Microcar,Virgo,1999,2005
3199,Microcar,M.GO,2014,
3200,Microcar,F8C,2012,2016
3201,Aixam,GTI,2013,2016
3202,Casalini,M20,2018,
3203,Volkswagen,ID. Buzz,2022,
3204,Alfa Romeo,GT,1963,1977
3205,Alfa Romeo,Giulia,1965,1978
3206,Renault,Espace IV,2002,2014
3207,Dacia,Logan III,2020,
3208,Mercedes-Benz,EQB,2021,
3209,Land Rover,Series III,1971,1985
3210,Hyundai,Solati H350,2014,
3211,Mercedes-Benz,GLC C254,2023,
3212,Mazda,CX-60,2022,
3213,Nissan,Ariya,2021,
3214,Acura,ZDX,2009,2013
3215,KIA,Seltos,2019,
3216,Mazda,2,2022,
3217,Mazda,2,,
3218,Renault,Messenger,1991,1999
3219,Ford,Transit -  Tourneo Connect,2022,
3220,Jeep,Cherokee XJ,1991,2001
3221,BMW,E3 E9,1968,1977
3222,MG,HS,2018,
3223,Mercedes-Benz,E W214,2024,
3224,Hyundai,Grand Santa Fe NC,2014,2018
3225,Tata,Xenon,2007,2012
3226,Seat,131,1975,1984
3227,Renault,6,1969,1980
3228,Renault,14,1976,1983
3229,Renault,12,1969,1980
3230,Nissan,PickUp Y720,1983,1986
3231,Mahindra,Bolero,2000,
3232,Lexus,RX III,2008,2015
3233,Lexus,RX XU10,1997,2003
3234,Lexus,LS UCF30,2001,2007
3235,Lexus,LS UCF20,1995,2001
3236,Hyundai,Staria,2022,
3237,Alfa Romeo,Tonale,2022,
3238,Gem,e2,2013,
3239,Bellier,B8,2015,
3240,McLaren,600LT,2018,
3241,Mercedes-Benz,GLC C253,2016,
3242,Dongfeng,K05,2011,
3243,Saturn,L-Series,2000,2005
3244,Audi,A4 Allroad B9,2016,
3245,Audi,SQ2 GA,2017,
3246,DS Automobiles,9,2020,
3247,Mercury,Sable IV,1999,2005
3248,Chrysler,New Yorker XIII,1988,1993
3249,Think,City,2008,2011
3250,Citroen,C5 X,2021,
3251,Suzuki,Esteem Baleno,1995,2001
3252,Fiat,Scudo,2022,
3253,Land Rover,Range Rover L460 Type LK,2022,
3254,McLaren,GT,2019,
3255,Ford,Taunus TC3,1980,1982
3256,Cadillac,XT6,2019,
3257,Bellier,Jade,2008,2014
3258,Renault,Megane E-Tech,2022,
3259,Volkswagen,ID.7,2023,
3260,Mercedes-Benz,Metris W447,2016,2023
3261,Chevrolet,Orlando,2018,
3262,Nissan,Townstar,2022,
3263,Maybach,57/62,2002,2013
3264,Aston Martin,DBX,2020,
3265,Mazda,CX-90,2023,
3266,BMW,XM,2022,
3267,Maxus,Euniq 6,2019,
3268,Lotus,Exige S1,2000,2002
3269,Lotus,Exige S2,2004,2011
3270,Lotus,Exige S3,2012,
3271,Toyota,bZ4X,2022,
3272,BYD,Tang II,2018,
3273,BYD,Tang I,2015,2018
3274,Bertone,Freeclimber,1989,1992
3275,Bertone,Freeclimber,1992,1996
3276,Citroen,e-Mehari,2016,
3277,Citroen,SpaceTourer XL,2016,
3278,Citroen,SpaceTourer XS,2016,
3279,Citroen,SpaceTourer M,2016,
3280,Daihatsu,Charade XP90,2011,2013
3281,Iveco,Daily 1st gen,1978,2000
3282,Ligier,Be Two,2001,2013
3283,Morgan,Plus 8,1968,2005
3284,Morgan,Plus 8,2010,
3285,Nissan,NV250,2019,
3286,Ford,Model A,1927,1931
3287,Ford,Model T,1908,1927
3288,Cadillac,De Ville,1959,1960
3289,Lincoln,Continental,1961,1969
3290,Nissan,Z S30 240Z 260Z 280Z,1969,1978
3291,Aston Martin,Vantage IV,2018,
3292,Toyota,Harrier IV XU80,2020,
3293,Lancia,Flavia,2012,2013
3294,Hyundai,Equus LZ,1999,2008
3295,Hyundai,Equus VI,2009,2016
3296,Renault,Austral,2023,
3297,Chevrolet,Traverse I,2009,2017
3298,Chevrolet,Traverse II,2018,2023
3299,Chevrolet,Traverse III,2024,
3300,Volkswagen,Amarok II,2022,
3301,Chrysler,Simca,1975,1986
3302,UAZ,452,1965,
3303,Maserati,GranCabrio M145,2010,2020
3304,Great Wall,Hover H3,2006,2011
3305,Hummer,H1,1993,2006
3306,UAZ,3303,1985,2017
3307,Toyota,Corolla Cross,2020,
3308,Cupra,Leon,2020,
3309,Hymer,B544,2000,2006
3310,Oldsmobile,Aurora,1994,1999
3311,Oldsmobile,Aurora,2001,2003
3312,Hyundai,Veloster II,2018,
3313,Acura,RLX,2013,2020
3314,JAC,S2,2015,
3315,Volkswagen,Tiguan,2024,
3316,Audi,RS Q3 Sportback,2019,
3317,Honda,ZR-V,2022,
3318,Mercedes-Benz, CLE C236,2024,
3319,Volkswagen,ID.6,2022,
3320,Subaru,Legacy VII,2019,
3321,BMW,1 F52,2017,2023
3322,Ferrari,296 GTB,2022,
3323,Ferrari,296 GTS,2022,
3324,Jaguar,XJL,2011,2018
3325,MG,MG5 II,2020,
3326,BMW,5 G60 G61,2023,
3327,Ford,Taunus,1970,1976
3328,Ford,Taunus,1976,1980
3329,BMW,M3 e92,2007,2013
3330,Geely,Otaka,2005,2016
3331,Citroen,AMI electric,2020,
3332,NIO,ET5,2022,
3333,NIO,ET7,2022,
3334,NIO,EL7,2022,
3335,KIA,Niro,2022,
3336,Hyundai,IONIQ 6,2022,
3337,Mercedes-Benz,EQV 447,2020,
3338,Polestar,1,2019,
3339,Polestar,3,2022,
3340,Land Rover,Range Rover Sport L461,2022,
3341,Subaru,Solterra,2022,
3342,Toyota,GR 86,2021,
3343,Lexus,RZ,2023,
3344,Toyota,Prius (XV60),2023,
3345,Maxus,Euniq 5,2019,
3346,Maxus,e-Deliver 3,2019,
3347,MG,EHS,2020,
3348,MG,Marvel R,2021,
3349,MG,MG4 ev,2022,
3350,MG,MG5 ev,2020,2022
3351,Peugeot,408 P54,2022,
3352,Cadillac,XTS,2012,2019
3353,Lancia,Delta I,1979,1994
3354,Lancia,Delta II,1993,1999
3355,Lancia,Delta III,2008,2014
3356,Lynk & co,01,2017,
3357,Lynk & co,02 CC11,2018,2024
3358,Lynk & co,03,2019,
3359,Lynk & co,05,2020,
3360,Lynk & co,06,2020,
3361,Lynk & co,09,2022,
3362,Mercedes-Benz,230 W143,1937,1941
3363,Lada,2101,1970,1988
3364,Cupra,Ateca,2018,
3365,Infiniti,G20,1991,2002
3366,Volkswagen,Arteon Shooting Brake,2020,
3367,Mitsubishi,Outlander IV,2021,
3368,DFSK,Glory 580,2021,
3369,Ferrari,F8 Spider,2019,
3370,Audi,RS5,2017,
3371,Audi,50,1974,1978
3372,Hongqi,E-HS9,2020,
3373,GMC,Savana,1996,2003
3374,BMW,M3 e90,2008,2011
3375,Dodge,Durango I,1998,2004
3376,Dodge,Durango II,2004,2008
3377,Dodge,Durango III,2010,
3378,Santana,PS-10,2002,2011
3379,Renault,Maxity,2007,2014
3380,Hyundai,i20 Active,2016,2021
3381,Nissan,Pathfinder,2021,
3382,Geely,MK,2006,
3383,Toyota,Altezza,1998,2005
3384,Toyota,Prius c,2012,2017
3385,Ferrari,456,1993,1998
3386,Ferrari,456M,1998,2003
3387,Ford,Explorer VI,2019,
3388,Fiat,Doblo III,2022,
3389,Buick,Envision I,2014,2020
3390,Buick,Envision II,2020,
3391,Toyota,Harrier II XU30,2003,2013
3392,Toyota,Harrier III XU60,2013,2020
3393,Ford,Grand Tourneo Connect,2013,2018
3394,GAZ,21,1956,1972
3395,Nissan,Caravan,1986,2001
3396,Lexus,NX,2021,
3397,Volkswagen,Atlas Cross Sport,2020,
3398,BMW,M3 e30,1985,1992
3399,Toyota,Van Le,1983,1989
3400,Ford,Ranger IV,2022,
3401,Ford,Ranger,2006,2007
3402,Audi,Q8 e-tron,2022,
3403,Microcar,Due First,2006,2014
3404,Hyundai,Kona II,2023,
3405,Renault,Espace VI,2023,
3406,Pagani,Huayra,2012,
3407,Hyundai,i30 fastback,2017,
3408,Toyota,ProAce Max,2023,
3409,Ram,ProMaster,2013,
3410,Nissan,Rogue,2020,
3411,Ram,1500 DT,2018,
3412,Dacia,Sandero III,2020,
3413,BYD,Atto 3,2022,
3414,Mercedes-Benz,EQS X296,2022,
3415,BMW,iX1,2022,
3416,Lexus,ES VII XZ10,2018,2021
3417,JAC,e-JS4,2022,
3418,Skoda,Superb B9,2023,
3419,Mercedes-Benz,SLC C107,1971,1981
3420,Alfa Romeo,1750-2000,1968,1983
3421,Alfa Romeo,RZ,1988,1993
3422,Bugatti,Chiron,2016,
3423,Dodge,Aries ,1981,1989
3424,Jeep,CJ,1966,1987
3425,Lancia,Trevi,1980,1984
3426,Opel,Arena Van,1997,2000
3427,Ferrari,LaFerrari,2013,2016
3428,Ferrari,LaFerrari Aperta,2016,2017
3429,Ferrari,Monza,2018,
3430,Goupil,G3,2010,2016
3431,Goupil,G4,2016,
3432,Goupil,G5,2010,
3433,BYD,e6,2011,
3434,McLaren,540C,2015,
3435,McLaren,675LT Spider,2016,2017
3436,McLaren,765LT Spider,2020,
3437,McLaren,765LT,2020,
3438,McLaren,Senna,2018,
3439,Volvo,66,1975,1978
3440,Citroen,Axel,1984,1990
3441,Citroen,C4 X,2021,
3442,Citroen,DS,1955,1975
3443,Fiat,238,1966,1982
3444,Fiat,900T,1977,1986
3445,Ford,Everest U268,2006,2014
3446,Ford,Fiesta I,1976,1986
3447,Ford,GT II,2016,2022
3448,SsangYong,Rexton I,2001,2017
3449,KIA,Cadenza I,2009,2016
3450,KIA,K2,2009,
3451,KIA,Carstar,1999,2002
3452,Chevrolet,"Spark M100, M150",1998,2005
3453,Hyundai,Creta,2015,2021
3454,Renault,Estafette,1959,1980
3455,Renault,Rodeo,1970,1981
3456,Volkswagen,Type 181,1969,1980
3457,Volkswagen,Iltis,1978,1988
3458,Volkswagen,XL1,2014,2016
3459,Piaggio,Porter NP6,2021,
3460,Dallara,Stradale,2017,
3461,Addax MTN,MTN 7,2020,
3462,Alke,ATX,2010,
3463,Ligier,Be Sun,2009,2016
3464,Ligier,Pulse 4,2014,
3465,Bee Bee,XS,2016,
3466,Donkervoort,D8 GTO,2011,
3467,Aston Martin,DBS Superleggera,2018,
3468,Aston Martin,V12 Speedster,2020,
3469,Aston Martin,V12 Zagato,2011,2012
3470,Daihatsu,Domino,1994,1999
3471,Daihatsu,Extol,2000,2001
3472,Cadillac,CT6,2016,2023
3473,Cadillac,CT6,2023,
3474,Lexus,LFA,2011,2013
3475,Morgan,Aero 8,2010,
3476,Morgan,Plus Six,2019,
3477,Morgan,Roadster,2004,2019
3478,Morgan,Plus 4 IV,2005,2020
3479,Morgan,Plus 4 V,2020,
3480,Porsche,959,1986,1989
3481,Vauxhall,Arena,1997,2000
3482,Vauxhall,Cavalier,1981,1988
3483,Vauxhall,Chevette,1974,1985
3484,Toyota,Cressida,1977,1992
3485,Toyota,Supra A60,1982,1986
3486,Suzuki,Carry IX,1991,2003
3487,Suzuki,Cappuccino,1992,1995
3488,Subaru,Vanille,1993,1997
3489,Great Wall,Steed 6,2017,2021
3490,Mazda,Bongo,1990,1999
3491,Mia ,Mia,2011,2014
3492,Iveco,Massif,2008,2011
3493,Peugeot,J7,1965,1980
3494,DFSK,EC35,2018,
3495,DFSK,Seres 3,2019,
3496,Lada,Sagona ,1991,2003
3497,Lada,Priora,2007,2018
3498,Land Rover,Series II,1963,1986
3499,Renault,Sport Spider,1995,2000
3500,PGO,Cevennes,2006,
3501,PGO,Hemera,2008,
3502,PGO,Speedster I,1980,1998
3503,PGO,Speedster II,2002,
3504,Renault,20,1975,1984
3505,Renault,30,1975,1984
3506,DS Automobiles,3,2015,2019
3507,DS Automobiles,3,2023,
3508,DS Automobiles,5,2015,2018
3509,Gonow,Way,2012,2016
3510,Gonow,GA500,2015,
3511,Radical Sportscars,RXC,2015,
3512,Nissan,Kicks P15,2016,
3513,Nissan,Maxima A36,2015,
3514,Ford,Figo I,2010,2015
3515,Ford,Territory I,2018,2022
3516,Ford,Ecosport I,2003,2013
3517,Geely,Vision,2007,2011
3518,Datsun,GO,2013,
3519,Acura,RDX III,2018,
3520,Tata,Nano,2008,2018
3521,Lada,Granta,2011,
3522,Lada,Largus,2012,
3523,XPeng,P7,2020,
3524,Lada,Niva Travel,2021,
3525,Hyundai,Creta II,2020,2023
3526,Hyundai,EON,2011,2019
3527,Hyundai,HB20,2013,
3528,Hyundai,Palisade,2018,
3529,Hyundai,Venue,2019,
3530,KIA,Cadenza II,2016,2021
3531,KIA,Optima DL3,2020,
3532,KIA,Soluto,2019,
3533,Toyota,Aurion I,2006,2012
3534,Toyota,Aurion II,2012,2017
3535,Toyota,Calya,2016,
3536,Toyota,Crown S180,2003,2009
3537,Toyota,Crown XV S220,2018,2022
3538,Toyota,Etios,2010,
